symbol	Ratio L/H normalized S1.1	Ratio L/H normalized S1.2	Ratio L/H normalized S1.3	Ratio L/H normalized S1.4	Ratio L/H normalized S1.W	Ratio L/H normalized S1.X	Ratio L/H normalized S1.Y	Ratio L/H normalized S1.Z	Ratio L/H normalized S2.1	Ratio L/H normalized S2.2	Ratio L/H normalized S2.3	Ratio L/H normalized S2.4	Ratio L/H normalized S2.W	Ratio L/H normalized S2.X	Ratio L/H normalized S2.Y	Ratio L/H normalized S2.Z	Ratio L/H normalized S3.1	Ratio L/H normalized S3.2	Ratio L/H normalized S3.3	Ratio L/H normalized S3.4	Ratio L/H normalized S3.W	Ratio L/H normalized S3.X	Ratio L/H normalized S3.Y	Ratio L/H normalized S3.Z	Ratio L/H normalized S4.1	Ratio L/H normalized S4.2	Ratio L/H normalized S4.3	Ratio L/H normalized S4.4	Ratio L/H normalized S4.W	Ratio L/H normalized S4.X	Ratio L/H normalized S4.Y	Ratio L/H normalized S4.Z	Ratio L/H normalized S8.1	Ratio L/H normalized S8.2	Ratio L/H normalized S8.3	Ratio L/H normalized S8.4	Ratio L/H normalized S8.W	Ratio L/H normalized S8.X	Ratio L/H normalized S8.Y	Ratio L/H normalized S8.Z	Ratio L/H normalized S9.1	Ratio L/H normalized S9.2	Ratio L/H normalized S9.3	Ratio L/H normalized S9.4	Ratio L/H normalized S9.W	Ratio L/H normalized S9.X	Ratio L/H normalized S9.Y	Ratio L/H normalized S9.Z
AKAP13									1.373626374								0.754830918	1.170672317	1.092633465	0.651084055	0.871687587	1.064690601	0.497289771	0.539519827	0.486665369	0.758955677		0.78167748	1.172772904	1.020981163	1.775757361				0.959508732		0.91124476				1.232954405	1.218279059	1.131580139	1.05518624	1.087926195	1.338293943	0.962278676	0.907688118
AKAP2									0.828431779	0.809061489	0.64337644	0.71942446	0.962927299	0.996015936	0.643128175	0.520210165	1.596474983	2.072238225	1.288643188	1.038885484	0.925326177	1.088044566	0.36900369	0.402074705	0.850123268	1.02325867	0.786843969	0.64176614	0.762660159	0.879198171	0.801603206	0.753182195	0.734969866	0.689845475	0.654964632	0.656038837	0.825968448	0.727696114	0.674718305	0.746045956	1.318948007	1.081431816	0.960430273	1.127370296	1.04698886	0.997705278	0.745434215	0.817460966
AKAP8	1.00999899	0.990491284		1.065325777	1.280967387		0.998302885	1.061999533	1.015898816	1.437091327	1.355766754	1.4287143	1.557123059	1.611551602											0.861103935	0.910498042	0.718855582	0.588235294	0.687096331	0.706963591	1.433178072	0.656469507	0.797575371	0.762951095	0.839560071	0.865950814	0.923446302	1.046583428	0.99730727	0.96070708	0.809061489	0.97924011	0.942329438	0.809454428	0.909752547	0.7183392	0.760861295	0.841042893
AKAP8L																														0.524934383		0.559377972																
AKAP9																												0.512767921			0.696718456	0.770712909	0.683947746		0.771069473				1.040409505		0.733998826	0.780031201	0.689322396	0.739973361	0.659587098	0.980872977	0.963298333	0.719114051
AKR1A1						1.099372258	1.674621117	1.172264228									0.633232016	0.724270298	0.916590284	1.078993084	0.86918731	0.715922108	0.986874568	0.963948332	0.794975753	0.752219046	0.750412727	0.935803856			0.735672773	1.080170235	0.38290703		1.5663179	0.858148116	3.719822936	4.875908138	3.153877693	2.517750138		1.782149986		0.927729845	1.377334582	2.050819302	4.46090021	2.272830583
AKR1B1																	0.996512207	1.118430618	1.373343405	1.472688983	1.219631184	1.060310459	1.586067979	1.547724072	0.836820084	0.775073632	1.062518594	1.055208509	0.317510716	0.660371129	0.882378893	1.152830776																
AKR1B10																																										2.784662081	6.439564685				8.618460743	
AKR7A2					1.324819162												0.721604849	0.836890116	0.989119683	0.972478849	0.861326443	0.863930886	1.051171004	0.962186087			0.981546918	1.18487624		1.385003186		1.158976855	0.562967967	0.915499405	1.438538445	0.850701829	2.995267477		2.371635242	3.86368905						1.233471482	1.358455708	
AKT1S1		1.87670076	1.721733441	1.768690638	1.54707757	1.528631264	1.486767767	1.507045437	1.62022035	1.788109075	1.546718636	1.517427657	1.359342078	1.437483828	0.97599063	1.026019864	1.293292983	1.642953373	1.048580746	0.917347032	0.819537781	0.936241925	0.425350915	0.525568928	0.908512765	0.973709834	0.816326531	0.84990651	0.879120879	0.951022349	0.912325518	0.850195545	1.733312534	1.94204925	1.467114626	1.885085206	1.325187845	1.248439451	1.355215547	1.320166869	1.014991423	0.932487878	0.992752904	1.033581048	0.945894816	1.006289308	1.026462195	0.984058256
ALCAM	1.018060391							0.742831674	0.448772607	0.498007968	0.590040123	0.633593107	0.479547307	0.506585613	0.97059109	0.871459695	0.911078717	0.897504936	0.990393186	0.644496004	0.951203272	1.011490532	0.413958687	0.444049734	0.504006854	0.558752864	0.495613818	0.547495209	0.797384579	1.025935653	0.773993808	0.654065014	1.702504384	1.896237864	1.447785612	1.521768904	1.488383169	2.521686504	1.309963583									
ALDH18A1	1.749444551	1.750792233	2.214741318	1.651582216	1.544687819	1.834492121	1.944617299	1.444001617				2.958930051					0.954016409	0.851426139	1.042263797	1.173722696	0.989413278	0.990589401	1.328497602	1.230330098	0.832085206	0.707463742	1.01961744	1.121176787	0.316656111	0.55766228	0.871687587	1.115710317	0.375474036	0.990982063	1.917729408	0.969086152	4.514265078	5.820044232	3.327122704	4.451963316	0.397424688						4.621499214	1.298886854
ALDH1A1	0.860067085	0.841467519	0.986096046	0.722282412	0.821827745	0.987751877	1.040496109	0.878194432																0.86565097																								
ALDH1B1	1.452960407	1.304461258	1.610409688	1.261654534	1.2805409	1.844303868	2.140960863	1.783516738									0.654407434	0.714030703	0.901306895	1.052565101	1.079214332	1.019596648	1.515358155	1.470242296	1.039403798	0.932314003	1.380853091	1.321230859		0.691658597	1.044048402	1.301320841	0.41406153	0.827677537	1.927005049	1.025083801	4.399859205	6.58631364	4.081632653	4.791566842		1.149332812		0.933271115	1.168961728	2.377216755	2.146936322	1.63291966
ALDH2	1.20451452	1.399110166	1.907850806	1.388888889	1.307257896	1.638887523	2.443076322	1.899515624									0.782778865	1.004177378	1.19247785	1.147512766	1.200537841	0.981546918	1.481130399	1.3383835	0.78125	0.779787898	0.921064751	0.797384579		0.621310966	0.929800093	1.245531655	0.343548165	0.891106755	1.615769914	0.97191175	4.562876437	6.260564703	3.790175864	5.41506471		2.017389901	6.504065041	1.440175125			6.784260516	3.225494307
ALDH3A2																		0.651890482		1.579005542	0.740685875		0.70781427																									
ALDH4A1																				1.006856694	0.923020122		1.337595805																								2.408245834	
ALDH6A1								1.527603801																0.810044552								1.223017183																
ALDH7A1	0.961353586	0.986874568	1.409304227	1.050707126	1.046320614	1.290955565	1.412788562	1.184146645									0.781066937	0.990295108	1.068261938	1.060546606	1.034243813	1.248470623	1.310083714	1.325029813	0.894134478	0.816393175	1.092347017	0.975324295		0.986485153	1.113536145	1.338939025	0.540102619	0.847170451	1.165243128	0.988337616	2.123277491	2.876952732	2.032313789	4.375984597	1.301100731	1.308164253			1.381368107	2.029014913	1.971919861	1.494299248
ALDH9A1	1.390124555				3.192949966		4.507346976	2.105484788									0.699398517	0.759878419	0.876731545	0.953470633	0.863408738	0.853606487	1.062405711	1.041970575	0.725742071		0.955657492			0.590911777	0.797257434	0.880126738	0.401396861	1.032364631	2.616225833	0.975895384	4.308487721	6.744907595	4.276977033	5.160224986		1.627259857				2.805993602	5.71297989	
ALDOA	1.105021216	0.948496633	1.234766074	1.000040002	0.732815477	0.984736583	1.39862096	1.121579183	1.125859875	1.580253157	2.795716962	3.222583868	0.851861317	0.969461949	8.914244963	8.522969403	0.757002271	0.84324142	0.998203234	1.068045157	1.0408535	0.979527868	0.972573429	0.959048624	0.877577885	0.719010641	1.002335442	1.128337057	0.389954765	0.670690812	0.86986778	1.076171413	0.564620857	1.134829038	1.982357022	1.149742458	3.303928371	4.022849787	2.506516944	3.141098128	0.683900971	1.464257475	2.656465838	0.954836246	1.183796198	1.625619768	2.567987468	1.360266612
ALDOC	1.512378821	1.469162284	2.136021873	1.492604146	1.089360219	1.53900611	1.877863742	1.671346437									0.780640125	1.092454417	1.127116161	1.106304831	1.067600461	0.95914061	0.785175879	0.711136396	0.696621386	0.568795859	0.734807848	0.745545366	0.372176114	0.659456608	0.636334712	1.107530097	0.443813243	1.119745594	1.844405917	1.084622226	3.590922149	5.198585985	3.476809679	4.497413987	0.665867626	1.550844435	2.580312218	0.993443274	1.680531048	2.855918892	3.128030279	1.777272243
ALMS1	2.225040607	2.385780747	1.41406714	1.969046588	1.188156456	1.374400418	1.547676164	0.906782735	3.55985903	1.916553271			0.991965083																1.098442409				1.688903901	2.086375965	1.94867198	1.956755699	1.90291336				1.153003574	0.985415845	1.014651569	1.209687175	1.26366336	1.070400223	0.927988122	0.884564352
ALYREF	0.822233185	0.903423977	0.908265213	0.989119683	1.071375003	0.961261175	0.955840184	0.937031484	0.604448743	0.642095801	0.756887678	0.655780707	0.717772036	0.686247598	0.654236179	0.719165768	1.807272464	1.793657627	1.2724589	1.047460432	1.208342396	1.200869429	0.399026376	0.611807892	1.273706869	1.434843746	1.132618274	1.020023053	1.295085152	1.311286241	1.180191663	1.068387483	1.296260289	1.279475927	1.205022534	1.309620472	0.987361769	1.011050785	0.985415845	1.019451128	1.119106505	1.044353702	0.965344145	1.035539723	1.10282765	1.183403943	1.118831045	1.030715316
ALYREF	1.210697725	1.400030801	1.60929529	1.68648284	1.477235796	1.442543493	1.358529528		0.859845228			1.066689423		0.802825947																			2.00565595	1.794236911	1.714942292	2.021999353	1.528374268	1.103253495	1.294431356	1.292858251	1.361025669	1.288178387	1.211871493	1.311217465	1.292306897	1.239111309	1.241079739	1.191554263
AMD1			1.597316508																																						0.828912467	0.877039116	0.888572952	1.005955255	0.479202607	0.504897506	0.658674746	
AMIGO2																	0.996115151	1.474686998	1.207539879	0.826309701	0.95038966	0.945626478	0.751540658	0.624804749																								
AMOT			3.608805485			1.826150475	3.784724851																																									
AMOTL1																											6.216972334					17.51988507																
AMOTL2													1.146552317														3.78171917					4.258399693				1.520034049								2.444987775				
AMPD2	1.481722947	1.660136795	1.057317163	1.369619109	1.582403671		1.096695656										0.990197049	1.431454788	0.940468353	0.771128933	1.150615579	1.148844263	0.891265597	0.957670944				1.090833724	0.535446562	0.940468353		0.707664001	1.279459556	1.083259311	1.106463962	1.119119029	2.43463018	4.540088986	1.933263736	2.3000138	1.385732498	1.347981398		1.024695153	1.280737705	1.338150676		1.208985178
ANAPC13	1.159057454	1.214240614		1.086212702	1.066825979	0.937470704	0.882612533	0.990393186			1.107922756	1.059389368	1.780087936												2.131832523						1.489070225			1.268568674	1.048371878	1.160725686			1.086460529	0.82815735	1.304869774		1.099263493	1.122158135	1.200653155		1.026883818	0.980392157
ANAPC16	1.481920569		1.486392081		1.311578616		1.198322349	1.213503871								1.365392755	1.728309713								1.224529781	1.496557917	1.336326705		1.18357202		1.324485768	0.995817566	1.186281837	1.255823883	1.054841194	2.086158339	1.145869142	1.080123566	1.190986613	1.221568005	1.028002796	1.033858878	0.978856695	1.119770671	1.051745898	1.166833913	1.157903269	1.19776258
ANKHD1		1.626465852			1.314319511		1.394155699	1.384849744								2.458029152		1.087062865		0.946163308	1.191824087	1.14661805					0.997207818	1.047043672	0.975895384	1.173764026	1.407499156	0.739918609	1.31426769	1.634360801	1.568701272	1.906977631	2.932207366	2.452062184	3.411804845	2.626119383	0.919033177	1.114864488	1.046003222	1.093290476	1.210697725	1.161278335	1.241711575	0.951384264
ANKRD13A																					1.310100878	1.339423244																	2.697235334									
ANKRD35																															0.705915572									1.097405733					0.803470995			
ANLN	1.111815261								1.266239522	1.246214623	0.480122911	0.698958552	0.57218058	0.685353985			1.291472408	2.327313349			0.775674837	1.347618085	0.934492104			1.099372258	0.688373374	0.773395205	0.798020908	0.869414015	0.837801609		2.206531333	1.909599557					1.118943717		0.80012802	0.836470096	0.777061155	0.826514588	0.782656336	0.612557427		0.970496894
ANP32A	0.971722865	0.989217529	0.977803853	0.992260369	1.062259	1.032855121	0.97191175	1.036301647	1.329274615	1.318861032	1.331150247	1.350220086	1.38102472	1.366642978	1.143392904	1.0221082	1.428918452	1.736291975	1.361488924	0.996710854	0.908677874	0.966557124	0.465527676	0.427186125	0.856898029	0.868130914	0.784559862	0.650533437	0.891662951	0.992457324	0.972478849	0.928677563	0.861103935	0.844238075	0.748390959	0.812215724	0.799552251	0.799808046	0.812413681	0.760456274	0.900009	0.907111756	0.877577885	0.90983532	0.955748829	0.936680405	0.89301661	1.024905196
ANP32B	1.155094544	1.167733196	1.186718249	1.094642818	0.960245823	0.85302397	1.025146852	1.107162232	1.289424143	0.728916102	1.934872202	2.030456853		1.245733363	4.722327163	4.93315574	0.834933623	0.965064659	0.871991629	0.874737579	0.826582906	0.81393456	0.793398921	0.723431961		0.801538955	0.796876245	0.814464897	0.453350258	0.640040963	0.74906367	0.759878419	0.531971486	0.61896509	0.866325912	0.693192846	1.610020769	2.301601915	1.496468335	1.72947545	0.502891627	0.974848898	0.945000945	0.841679993	0.796812749	0.960891708	1.312335958	0.892936869
ANP32E	0.600925425	0.77089115	0.840972164	0.80684202	0.739152931	0.690274039	0.84645336	0.770831727	0.395460118	1.100957833									1.633106332		0.898714838	0.9765625	0.773694391		0.782533845		0.743826242	0.802954874	0.962186087	0.883002208	0.756200847	0.799552251	0.613308801	0.700623555	0.920386562	0.697495989		2.582511234			0.684275352	1.463079196			0.85947572			
ANP32E	0.75912852	0.819470622	0.801796023	0.801346262	0.831117021	0.805931657	0.771247879	0.762601998	1.54301938	1.507545264	1.814651496	1.64195524	1.452939296	1.333884672	1.29932565	1.199069522	1.061898037	1.316603689	0.942418245	0.848824378	0.941530929	1.034789627	0.401203611	0.479409368	0.793965859	0.793335978	0.778816199	0.809782169	0.855358823	0.910912735	0.84623847	0.753522719	0.792518624	0.784375245	0.672902227	0.831877548	0.810964236	0.848176421	0.852951211	0.83948959	0.665601704	0.742335387	0.662207801	0.711237553	0.801988933	0.848608282	0.79649542	0.780213779
ANXA1	0.809192426	0.824198467	1.023112102	0.821220333	0.768403258	0.797193878	1.697331794	1.49044624	0.95129376	1.134751773	2.501062952	2.159360829	1.046736798	1.104167127	13.24661218	12.67041711	0.777363184	0.754090943	0.875426771	0.885269122	0.987166831	0.878889084	0.944376239	0.901388138	0.712504453	0.668627975	0.736160188	0.787215618	0.361977847	0.55797344	0.667066907	0.760514108	0.827951648	0.969555943	1.368457065	0.99522293	2.065006402	2.469440672	1.611006396	2.153687112	1.769880179	2.739275735	3.49442639	2.012639375	1.282248551	1.503126503	1.832542286	1.205037055
ANXA11																	1.437380518	1.402859027	1.170453082	1.69839841	1.550099206	2.033429582	2.166894191	1.398581838	1.000590348	0.651635605	0.923958237	0.961261175	0.29381519	0.797829903	0.744379932	0.888494003											2.248555303					
"ANXA2;ANXA2P2"									2.642147538	3.79708384	8.402655239	3.708648568	2.039484418	2.873976146	55.58643691	71.00255609	1.771761663	1.54762826	1.93143409	2.214103841	1.928082522	2.138579983	2.635949073	2.480712461	1.378644792	0.885896527	1.363382279	1.314509556	0.433914779	0.816060062	1.010560356	1.43206977	1.255776572	1.893580761	4.853426519	1.926411096	4.753755467	4.977353044	4.339524388	6.110975312	2.248251984	2.789244673	13.6535547	2.610625245	2.158568437	3.460566841	3.15089643	2.028685615
ANXA3															0.898069151		0.737191301	0.819672131	0.86979212	0.943307235	1.105680989	0.997406742	1.187267741	1.221254717	0.914996798	0.729394602	1.041818599	1.106525179	0.325034129	0.563189908	0.786782061	0.905633037									1.375477979	3.424305722	4.484908284	1.273350057	2.239641657	3.290123051	3.242962771	1.765162748
ANXA4																											1.861019094	1.775599709																				
ANXA4															14.06271973	5.163155721	2.216410302	2.428481228	2.253419564	3.099045494	1.604286654	2.084679689	3.039051816	2.540714957	1.168961728	0.830771787	1.198940137	1.21082966	0.452509163	0.856751199	1.361192405	1.651582216			1.496065348			2.366023897			0.96255655		2.731494127	0.785607668		1.259350679	1.412409429	
ANXA5	0.961538462	0.7612088	1.127103457	0.81214976	1.090690953	0.995520159	1.522185859	1.445608963	1.129139708	1.317922427	2.523277232	2.430015552	1.900996122	1.926448207	10.81127833	19.36070938	0.650406504	0.742500743	0.875656743	0.934579439	0.918864284	0.839912649	0.916590284	0.935541211	0.792958528	0.683293475	0.887547706	0.959508732	0.344245929	0.596516345	0.753863551	0.868960723	0.369945618	0.676269696	1.142178363	0.731957254	1.854702598	2.188758536	1.84989918	2.691282935	0.737463127	1.194086882	2.148596966	0.722543353	1.112408922	1.925409631	2.086463028	1.449779633
ANXA6	0.911660133	1.098032326	1.944692933	1.245174947	1.410735699	1.602332997	2.372310393	1.983615337									0.972857282	1.085187195	1.170329799	1.2426837	1.304274106	1.214078454	1.349345567	1.338347676	0.721136511		0.879507476	1.052044649		0.669433659	1.035786421	1.21135769	1.483437421							1.959170879			4.294057025			2.882758223	1.961015021	
ANXA7									0.759589821								1.17528148	1.00330086	0.982125319	1.195228647	1.265294244	1.152379087	1.399286364	1.351826317	0.890392663	0.752275634	1.061706374	1.065927624	0.442028025	0.741894799	0.804569957	1.172717891															1.462180696	1.0468135
AP1B1								1.648342592															0.874814102	1.449149349			1.156523952	1.394408422		0.853242321	1.123696512	1.58042798																
AP1M1																	0.753693096		1.138692781	1.273674423	0.997605746	0.969838037	0.949126803	1.114293037																								
AP2A1									1.483371407				1.120623963				0.844951415	0.840265524	0.99950025	0.992358837	0.898069151	1.024737155	1.233197682	1.187295934	1.200076805	0.768403258	1.241649904	0.982607841		0.93405567	1.161022164	1.85807986																
AP2A2																				1.60867397		0.78976465		1.144924549																								
AP2B1																	0.893415528	0.788705734	0.948496633	1.102839813	0.921149595	0.93905531	1.182382501	1.142178363	0.9936407		1.114988794	1.42969476		0.728013978	1.025925128	1.223017183															3.97709195	
