Symbol	COLO320DM	UO-31	OVCAR-4	ABC-1	RKO
PLD3	0.25709187	0.271791684	0.432775638	0	0
PLEC	-0.482047362	0.501628562	0.270534566	0.715858358	0.616746333
PLEKHA5	0	0	0	0	0
PLEKHA6	0	0	0	0.469855614	0
PLEKHA7	0	0	0	0.796046275	0
PLEKHO2	0	-0.727600117	0	0	-0.09907019
PLIN2	-0.840514773	0	0	0	0
PLIN3	-0.129358602	-0.214070005	-0.170071974	0.117947232	-0.043443586
PLOD1	-1.402080062	1.213665822	0.549964913	0	0
PLOD2	0	0.047615727	0	0	0
PLOD3	0	-0.008081588	0.186649923	0	0
PLRG1	0	0	0	0	0
PLS1	0	0	0.096556628	1.546463683	0
PLS3	0.255464043	0.359434637	0.383937298	2.996904318	0.483670492
PLXNB2	0	-0.65916225	1.524520907	0	0
PML	1.336797006	0.009428205	0.059373437	0	0.127968877
PMM2	0	0.361462432	0	0	1.383023797
PMPCA	0	1.073101886	0	0	-0.526945574
PMPCB	0.851572966	0.185708641	-0.239245926	0	1.271910446
PMVK	0	1.793312705	-0.137291658	0	0
PNISR	0.039118737	0	-1.179055259	0.668451661	-0.191939371
PNKP	0	0	1.374366533	0	0
PNN	-0.042045987	-0.347232154	-0.160172409	0.181077048	0.061132651
PNP	0.448795379	0.205615192	0.518403703	-1.23705062	1.120324958
PNPO	0.155259025	2.088806668	0	0	0.191373754
PNPT1	0.019154325	1.60820506	0	0	1.70142837
PODXL	0	0	0	-1.092541328	0
PODXL2	0	0	0	-0.387475794	0
POF1B	0	0	0	0	0
POFUT1	0	0.921436501	0	0	0
POFUT2	0	0.322618567	0	0	0
POLD1	0	0	1.923297094	0	0
POLD3	-0.341331612	0	0	0.115036829	0
POLDIP2	0	0.493868353	-1.46443302	0	0
POLDIP3	-0.106921546	-0.207350659	-0.614657593	-0.716591475	0.398176936
POLE3	-0.247049752	-1.297577695	-1.594067511	-0.153256217	0.028302942
POLE4	0	0	0	0	0
POLR1C	0	1.493933553	0	0	0.536431799
POLR1D	-0.089003621	0	-0.38588177	-0.170557344	0.152990509
POLR2A	0.614284578	1.634030197	1.989167202	0	0
POLR2C	0	0	0	0	0
POLR2D	-0.481657916	-0.307277842	0.04505199	1.261334778	0.20760277
POLR2I	-0.290248704	0.777793004	-2.309653239	0.015503016	-0.975185586
POLR2M	-0.28517819	-1.438499572	-0.400460747	-0.304015439	-0.115530021
POLR3G	0.731874699	0	0	-0.60482412	0.096714144
POMP	-0.468008417	-0.443510647	-0.031275916	0.026802996	0.073238229
PON2	0	0.89091582	0	0	0
POP1	0	0	0	0.215635646	-0.165047143
POR	0	-0.017971138	-0.664436143	0	0
PPA1	0.157281274	0.27128507	0.378102443	0.816879282	0.455656861
PPA2	0	1.311779144	0	0	0
PPAT	0	1.181044637	0	0	0
PPCS	0.047963442	1.964210449	0	0	0
PPDPF	0	0	-0.003826516	0	0
PPFIA1	0	1.501940851	-0.012267266	1.284915832	-0.366341981
PPFIBP1	-1.895401551	-0.227651404	0.050618024	1.015456993	0.100554146
PPHLN1	-0.006631261	-0.53508517	0.188080839	0.211223509	-0.081715076
PPIA	0.123519695	0.215931189	0.216957214	0.691876272	0.171616498
PPIB	0.284246905	0.330506125	0.333223756	1.731134752	1.11187788
PPIC	0	1.19758935	1.08385703	0	0
PPID	2.168552395	0.304808851	0.277881633	-1.507411992	0.749010531
PPIE	-0.195571152	0	0.768954168	3.528193391	0.09948989
PPIF	0.147138665	0.943373585	0.838316806	0	0.252109563
PPIH	-1.499105707	0	1.3114092	0	0
PPIL1	0.592717592	1.686708925	0	0	0
PPIL3	-0.988499222	0	0.694785103	0	0.080013901
PPL	0	-0.417642753	-0.201010257	0.234149059	0.039787492
PPM1A	-0.578508978	-1.09474344	-0.514781219	0	0.263684272
PPM1B	0.135015822	0.390517992	-0.005226832	0	0.02942903
PPM1G	0.04561499	-0.437341156	-0.199933761	0.458022949	0.142055318
PPME1	0	-0.449351982	0	0	0
PPP1CA	0.229261005	0.693922828	0.237871214	-2.003452806	0.423315923
PPP1CB	0	0	-1.273275404	0	0
PPP1CC	-0.707699548	0.209870054	-1.240116779	0	-1.093659646
PPP1R10	-0.230790724	0	0.199336785	0.29435252	-0.112472504
PPP1R11	0.769787753	0	-0.926728351	2.063170264	-0.11513834
PPP1R12A	0.020487176	-0.536682164	-0.282938294	0.598984685	-0.219553221
PPP1R12B	0	0	1.502509845	0	0
PPP1R12C	0	-0.233950018	0.074817387	0.340546295	-0.216065665
PPP1R13L	0	0.243245727	-0.502893699	0.19976361	0
PPP1R14A	0	0	0.18417194	0	0
PPP1R14B	-0.332303064	-0.659947765	-0.499740023	0.024382155	0.106803508
PPP1R18	0	-0.460333386	0.563454795	0	0.195929319
PPP1R35	0	0	0	0	-2.151927979
PPP1R7	-0.016571233	0.971861211	-0.020818503	0	0.858435595
PPP1R8	-0.841295252	0	-0.304791175	-1.76476078	-0.316911177
PPP1R9A	0	0	0.703061037	0	-0.019069323
PPP1R9B	-0.027848737	1.308836954	0.594126062	-0.126046418	-0.040612403
PPP2CB	0.286140667	-0.460209504	0.186371077	0	-1.233166297
PPP2R1A	0.478829441	0.16931468	0.362717399	2.018522921	1.117253868
PPP2R2A	-1.070987492	-0.680006507	0	0	0
PPP2R5D	0	0	0	2.128770727	0
PPP3CA	-1.443968631	-0.0592589	0.433612047	0	0
PPP4R2	-0.197215708	-1.068035774	0.892534072	0.992560855	-0.06388316
PPP6R1	0	0	-1.451307122	0	-0.048208516
PPP6R3	0	0.383153708	0.99563964	0	0.293507941
PPT1	-0.988781997	0	0	-2.476244466	0
PQBP1	-0.087091244	-0.598477706	-0.481658374	0.137550716	-0.14063622
PRCC	-0.342319255	-0.997888207	-0.191979641	-0.033938485	-0.182825787
PRCP	-1.579596452	1.680181667	0	0	0
PRDX1	-0.036211733	0.501018974	0.311123509	1.414154907	0.41971737
PRDX2	0.067156341	0.546913683	0.188972951	0.192173728	0.758038003
PRDX3	0.125304947	0.367825244	0.203984386	0	0.643936136
PRDX4	0.032472563	0.228217728	0.273813823	0	0.856196152
PRDX5	-0.026128671	0.425496877	0.282691776	1.660245702	0.52709511
PRDX6	0.239074304	0.325744151	0.430574223	1.202537327	0.641101255
PREP	0	0.549754761	0	0	1.429842706
PRKAA1	0	1.246287404	0	0	0
PRKAR1A	0.879774272	0.88719139	0.268237435	1.825209299	0.129125363
PRKAR2A	0	0.19118339	1.413637725	0	0
PRKCSH	0.065923404	-0.396438416	-0.214711792	0.028522717	-0.005921078
PRKDC	-0.525350535	0.681687717	0.349704462	0	0.930211636
PRKRIP1	0	0	1.058822423	-0.045003723	-0.176662752
PRMT1	-1.90611293	0.536444348	0.221902365	0	0
PRMT5	0.414746251	0.330340429	0.420319688	0	1.995081291
PRNP	0	0.058282954	0	-0.150600017	0.373463172
PROCR	0.786027443	-0.236724905	0	0	-0.666702268
PROM1	0	0	0.073986311	0	0
PRPF19	0	0.279112185	0.69889568	0	0
PRPF3	0.688461365	0	0	-0.582979595	1.15251383
PRPF31	-0.505560959	-0.165587548	-0.209053173	0.304371997	0.394027522
PRPF4	0.7903396	0	1.235515351	-1.236578148	0
PRPF40A	-0.313030703	-0.370063028	0.160389046	0.429394793	0.057872552
PRPF4B	-0.294079188	0	0.30939508	-0.022561306	-0.251147185
PRPF6	-0.603347438	-0.835857504	0.903338074	0.244010903	-0.180642222
PRPF8	-0.151204724	0.159774794	0.515789202	-0.606496828	0.875212842
PRPS1	0	-0.532020632	0	0	0
PRPSAP2	0	0	0	0	1.85633433
PRR14L	-1.189045357	0	0	1.809439355	0
PRR15	0	0	-0.955138773	0.121049888	0
PRRC1	0	0	0.486720941	-1.211916312	0.993317352
PRRC2A	0.141709411	-0.833878776	-0.460990034	-0.019447902	-0.069605147
PRRC2B	0.118200974	-0.603356867	-1.907804142	-0.055317816	0.139233852
PRRC2C	-0.20686731	-0.809954845	-0.421540604	-0.117770192	-0.046459541
PRRX1	0	0	0	0	0
PSAP	-0.690745487	-0.674863641	-0.616589583	-0.011210491	-0.298574946
PSAT1	0.495600342	0.959679591	0.463460554	0.918042623	1.943753092
PSIP1	0	0	0	0	-0.204460278
PSMA1	-0.062342926	0.285879969	0.39191511	1.454482759	0.987202591
PSMA2	0.307678014	0.456083281	0.205119724	3.741569889	0.899832546
PSMA3	-0.023945682	0.307386603	0.899813686	-0.479518664	0.659802075
PSMA4	0.297630267	0.238710347	0.236043848	0	0.630513258
PSMA5	0.100114584	0.116373157	0.296603639	0	0.467568641
PSMA6	1.010888316	0.724111197	0.868329514	0	0.78912065
PSMA7	0.224856453	0.271611384	0.271384525	1.458701425	1.04715598
PSMB1	0.416099103	0.352159792	0.264927559	0	0.978374135
PSMB2	0.361054146	0.368722636	2.097335416	-2.302907165	0.821537257
PSMB3	0.94043022	0.070953381	0.885245213	0	0.440149939
PSMB4	0.279807487	0.371739972	-0.140638158	0	0.972599391
PSMB5	0	0.36065268	0	0	0
PSMB6	0.160831348	-0.096258591	-0.328714456	0	0.235748136
PSMB7	-0.07936874	0.15355192	0	0	0.504618715
PSMB8	0	1.239138862	0	0	0
PSMB9	0	-0.359422996	0	0	0
PSMC1	-0.046639741	0.275375181	0.151580638	0.586844596	0.767807276
PSMC2	0.073428604	0.042481805	0.239169758	0.789974131	0.476343003
PSMC3	0.179501627	0.152033139	0.17661671	-2.201931452	0.863292353
PSMC4	0.051736259	0.271061257	0.263987787	-1.81801474	0.650066252
PSMC5	0.188280879	0.202968185	0.175828969	3.356670586	0.972254093
PSMC6	-0.14369497	0.27598702	0.511813487	0	0.881168243
PSMD1	0.086761762	0.014209069	0.327186087	2.723135355	0.460987699
PSMD11	0.190926035	0.174685372	0.490576317	-2.045359979	0.858170529
PSMD12	0	0.341330358	1.334253778	0	-0.291613115
PSMD13	0.174226047	0.236730292	0.766877541	1.655081258	1.053319422
PSMD14	2.183132173	0.171188623	0.294240161	0	0
PSMD2	-0.133791331	0.055861929	0.264039916	2.333009983	0.824626466
PSMD3	-1.907573592	0.184566848	1.965903696	1.723079233	1.003132702
PSMD4	-0.423155863	-0.11276868	-0.0333518	0.376192468	0.083893004
PSMD5	0.125747788	0.19339839	-0.425123879	0	0.927048138
PSMD6	0	-0.049060699	0.075892121	1.522110608	-0.861229949
PSMD8	1.600857778	0.302251263	-1.397354029	0	0
PSMD9	-0.185744424	-0.697241403	0.164081438	0.072366757	-0.16492878
PSME1	0.161760056	0.09217407	-0.124669562	0.745253437	0.179983603
PSME2	0.732843993	0.283432913	0.110537652	0	0.893861518
PSME3	-0.191187358	-0.038268855	-0.088187021	0.73213392	0.646458255
PSMF1	0.093600114	-0.343961395	-2.705858348	1.306048583	1.246974924
PSMG1	0	-1.190477941	0	0	0
PSPC1	-0.122415501	0.522217657	0.393866155	0.755790655	0.440714841
PSPH	2.045221994	0.408534325	1.276512076	0	2.470907989
PSRC1	0	0	0	0	0
PTBP1	-0.214333813	0.211278901	0.347163845	0.694787166	0.419552277
PTCD3	0	0	-0.120213623	0	-0.5013624
PTER	0	1.267451399	0	0	0
PTGES2	0	-0.92741476	0	0	0
PTGES3	0.109517182	-0.466327419	-0.065947807	0.451957356	0.230702936
PTGFRN	0	-0.587557404	0	0	0
PTGIS	0	0.720649675	0	0	0
PTGR1	0	-0.333256713	0	0	0
PTK2	-0.09322889	0.391195268	1.166515682	0	0.371684745
PTK7	0	-0.023909995	0.775997291	2.398797521	0
PTMA	-0.106081038	-0.777666601	-0.489609559	-0.143284804	-0.039255126
PTMS	-0.020146609	-0.259995602	0.109416532	0.133127336	-0.101900074
PTPMT1	0	1.362364563	0	0	0
PTPN1	0.588703952	0.357169074	-1.505271348	0	1.03894628
PTPN11	0.800378032	0.124698739	0	1.224340751	-0.510003434
PTPN12	0	-0.468466108	0	0.8591676	0
PTPN23	0	0	0	0.818196493	1.910163823
PTPRF	0	0.281342804	0	0	0
PTPRJ	0	-1.117143981	-1.049971075	0	0
PTPRK	0	-0.201028347	0	0	0
PTRHD1	0.03232633	0.98284826	1.011973727	0	0.354932108
PUF60	-0.109501105	-0.140788576	0.016156287	1.294958037	1.231516679
PUM1	-0.257943417	-0.273081027	-0.259889366	-0.223685389	0.096813904
PUM2	-0.891258388	0	0	0	1.448030341
PUS1	0	1.124500169	0	0	0
PUS7	1.26539792	0	-0.348318506	0	-0.140221253
PVR	0	-0.662400032	-0.162636645	0.096992038	-0.27333891
PWP2	0	0.103239413	0	0	0
PXDN	0	0.194649072	-1.189346136	0	0
PXN	0	-0.062003265	-0.643640666	0.26998869	-0.082137584
PYCARD	0	0.376183986	0	0	0
PYGB	-0.559988922	0.342515726	0.728937452	0	0.926748648
PYGL	-0.413198015	0.48673141	0.27934291	0	0.938610763
PYGO2	-0.003468211	0	-0.48410433	-0.664408393	0
QARS	0	0.421512624	0.410251783	0	-0.211644336
QDPR	-1.288541996	0.298992406	0	0	0
QKI	0	0.031309364	0.946769592	0	0
QPRT	0	1.243170587	0	0	0
QRICH1	-0.218214736	-0.77451644	-0.149545062	0.140424127	0.352054056
QTRT1	0	-0.805296575	-0.78580173	0	0
R3HCC1L	0	0	0	0	0
RAB10	-0.053137999	0.758377336	-0.26840379	1.639236009	0
RAB11FIP1	-0.235529388	-0.625404827	-0.171137308	0.222064835	0.091832576
RAB11FIP3	0	0	0	0	1.105384263
RAB11FIP4	0	0	0.694182493	0	0
RAB11FIP5	0	-0.373958129	0	0	0.285357414
RAB14	0	0.876906938	1.123570293	0.954439797	-2.144809191
RAB1A	0.372188803	0.104598767	0.556007474	2.037998811	1.160392048
RAB21	0	0	-1.267397125	0	0
RAB2A	0	0.326942486	0.342605918	0.682947383	0
RAB3B	0	0.18113371	0	0	0
RAB3D	0	0	2.596164613	0	0
RAB5A	0	-0.238779932	0	0	0
RAB5B	0	1.487321881	0	0	0
RAB5C	0	0.082428527	0.870896927	0	2.509387095
RAB6A	0	0.376815251	-2.057067337	0	0
RAB7A	0.385227797	0.184836547	0.368160993	0.63957658	-0.634994131
RAB8A	0	1.274948445	-1.419238172	0	0
RABEP1	0.172466689	-0.5395051	-0.401103087	-4.560071949	0.037674027
RABEP2	0.253725228	-0.290650526	-0.123012713	0	-0.004847775
RABGAP1	0	0	1.017123172	2.419615216	0
RABGAP1L	0	0	0	-0.834657375	0
RABGEF1	0	0	0	0	0
RABIF	0	0	-1.731176085	0.419988897	-0.109551744
RABL6	-0.200666817	-0.772615335	-0.316362235	0.263757921	-0.33550665
RACGAP1	0	0	0	0	-0.612734659
RAD18	0	0	0	0	0
RAD21	0	0	0	0	0
RAD23A	0.099131545	0	0.052060481	-0.586585163	0.120838104
RAD23B	-0.017860567	-0.451506988	-0.319604792	0.139937513	-0.056581347
RAD50	2.171151748	1.508415358	0.410500708	0	0
RAI1	-1.099636805	0	0	0.408362869	0
RAI14	0	-0.174161193	-1.726335352	0	0
RALY	0.113046048	0.131062349	0.324797703	0.886843845	0.59193627
RAN	0.25221412	0.440986232	0.248205786	0	1.034412774
RANBP1	-0.044253471	-0.190241257	-0.139048308	0.149159998	-0.093063492
RANBP2	1.091747018	0.343610028	-0.586772905	1.704431075	0.192385691
RANGAP1	0.304856382	-0.18222577	0.562668436	0	0.396959048
RANGRF	0	0	0	0	0.820314382
RAP1GDS1	0	1.684592911	0	0	0
RAPH1	0	0	0	0.960981424	0
RARS	0	0.266098065	0.514180434	0	0
RAVER1	-0.542088037	-0.778097071	0.390693752	0.779840449	0.007581602
RBBP4	0.318670162	-0.147621966	0.076936672	-4.243445345	0.741729619
RBBP6	-0.100505283	0	-0.303654147	0.450656145	0
RBBP7	0.621997186	0.087081172	0	0	0
RBBP8NL	0	0	-0.923659738	-1.513135746	0
RBM10	-0.066110146	1.110386701	-0.227430551	0.147031587	0.208104876
RBM12	0	0.082910898	1.089660986	0	1.389245417
RBM12B	0	0	0	0	-1.634376234
RBM14	-0.106900446	-0.223373522	-0.343624111	0.054328004	0.459540819
RBM15	0	0	1.327934562	0	1.937182519
RBM17	-0.248920905	-0.558445055	-0.028310157	0.243588962	-0.101319239
RBM19	0	-0.516808614	0	0	0
RBM25	-0.099805055	0.41738272	0.585711152	0	-0.795489578
RBM26	-0.247384352	0	0	0	0.980241907
RBM27	0.03124971	0	-0.518067701	1.166214869	1.478058119
RBM28	0	0.834497491	0	0	0
RBM3	0.229162101	-0.732739688	-0.415934863	0.109742817	-0.080973151
RBM33	0.296671769	0	0	0.735697233	0.583369889
RBM34	0	-0.648002222	0	0.275715601	0.029500108
RBM39	0.820557891	0.086818882	0.769196207	0	2.941218917
RBM42	-0.328128951	-0.459007346	0.312553905	-0.171065664	1.403724139
RBM47	0	0	1.229741694	1.814468886	0
RBM5	0	1.242445149	0	0	0
RBM6	0.276168609	0	-0.868614271	-2.673617315	0.224398771
RBM7	0	1.086002246	0	0	0
RBM8A	0.083081131	-0.482416981	-0.126163954	0.275550796	-0.218642995
RBMS2	0	0	-0.413874555	-1.415078654	0
RBMS3	0	1.008328178	0	0	0
RBMX	0.175929407	-0.37820953	-0.009251975	0.208148676	0.009670781
RBMXL1	0	0	0	0.137614698	0.604204873
RBP1	0	0	0.658659469	0	0
RBPMS	0	-0.023239316	1.494524137	0	-0.582926369
RBX1	0	1.320327459	0	0	0.45741798
RCC1	0	0.08724995	1.06966485	0	-1.032655371
RCC2	0.132440706	-0.316332997	0.334903033	0.117407513	0.540303729
RCN1	0.008888161	-0.478947529	-0.330282364	0.02339893	-0.068782563
RCN2	0.013963821	-0.812990536	-0.376040422	-0.023012229	0.036168508
RCN3	0.182833737	0	-0.376581589	2.212899183	0
RDX	0.266773832	0.158228273	-0.02455564	0.92803717	0
RECQL	0	-0.08638364	1.481603484	0	-2.484782333
REEP5	0	-0.182368107	0.259778136	0	-0.772005516
REEP6	0	0	0	0	0
RELA	0	-0.467949112	0	0	0
REPS1	-0.19697067	0.01708308	0.553627062	0.352174061	0.012358666
REPS2	0	0	0	0.454143805	0
RERE	0.760847931	0	0	0	0
REXO2	0.267415403	-0.153254701	-0.051115418	4.134396161	0.065797562
REXO4	0	0	0	0	0
RFC1	-0.164135161	0	0	0	0
RFC2	0	1.100291277	0	0	0
RFC4	0	-1.255929938	0	0	0
RFX5	0.728744754	-1.512623594	-0.986771266	0	-1.672904538
RGCC	0	0	0	-1.039863237	0
RGS10	0	-0.069884332	0	0	-0.776087635
RHEB	0	0.245222877	-0.021570545	0	0
RHPN2	0	0	1.107065585	1.275042321	0
RIC8A	0	-0.061135568	1.124186369	0	0
RIF1	-0.46192022	0	0	-2.323557773	0
RILPL1	0.480963031	-0.389332741	-0.00485572	0	0.211319605
RIN1	0	1.168583954	0	0	0
RIPK2	0	0	0	0	0.365750098
RNASEH2C	-0.105490769	-1.877232407	-0.817000918	0.853911523	0.36497432
RNASET2	1.793236563	-2.309031308	-0.297550148	0.13460471	0.03921723
RNF113A	-0.115550745	0	0.856460981	-1.120061077	-0.175627205
RNF114	-0.618280744	0	0.469722565	0	0
RNF126	1.084392851	0	0	0	0
RNF168	0	0	0	0.753376268	0
RNF181	1.792445942	0	-0.267900757	0	-2.241470012
RNF20	-1.491245492	0	0	0	0
RNF213	0	0.859002836	0	0.149585117	0
RNF214	0	0	-0.981036329	-0.035779786	0
RNF25	0	0	0	0	0.175982519
RNH1	0.361971992	0.359373785	-1.747739212	0	0.32781654
RNMT	0	0.907745853	0	0	0.118428036
RNPEP	0	0.24828137	0.368197943	-1.529018606	0
RNPS1	0.270805963	-0.309384191	-0.410326648	-0.22796622	-0.143319165
ROBO1	-1.468541326	-1.416930054	0	-0.602008262	0
RPA1	0	0	0	0	0
RPA3	0.320165931	0	0	0	0
RPAP1	0	0	0	0	0
RPAP3	0	-0.652686888	0	0	0.333027783
RPL10	0	0.689460531	1.055288255	0	0
RPL10A	0.194244255	0.045563853	0.329979403	0.794654361	1.366588844
RPL11	0.045648944	0.337796813	0.285781105	1.362885967	1.208692628
RPL12	0	0.105787804	0	1.826885092	0
RPL13	0.047717525	0.148456835	-0.030164504	0.660330422	0.506404859
RPL14	0	1.318793904	0	0	0
RPL15	0.629319702	0.339788123	0.214836939	0	0
RPL17	0.840551713	0.144681433	-0.329726746	0	0.417792669
RPL18	0	1.938622468	0	0	0
RPL19	0.256621858	0.022738339	-0.309800039	0.193676998	0.690169119
RPL21	-0.027027821	0.81184678	0.582874607	-2.042393841	-0.331419395
RPL22	1.956863999	1.692466266	-0.585484227	-1.251552272	-0.984090205
RPL23	-0.10050802	0.119553435	0.204236571	0	0.659390886
RPL23A	0.085253759	-0.315218052	-0.362222858	0.277970219	0.08450008
RPL24	0.037536306	-0.025036079	-0.070369204	0.636655309	0.388329526
RPL27	1.079795282	0.316407839	0	0	2.122285695
RPL27A	0	0.994284214	0	0	0
RPL28	0	1.805717216	0	0	0
RPL29	0.05054033	-0.498009166	-0.605154758	0.300326334	0.03996506
RPL3	0.972308804	0.380560537	1.598641864	1.295810356	2.46426112
RPL30	-3.128573548	-1.165495016	0	0	0
RPL31	0.209153173	-0.361911569	-0.479900684	0.300624686	0.306721791
RPL34	0	0.633799354	0	0	0
RPL35	0.275047492	-0.474990138	-0.043415496	0.024404307	-0.286939657
RPL35A	0	0	0	0	0
RPL36	0.14761323	-0.122974388	0.000239253	0.337429009	-0.357092255
RPL38	-1.412998824	0.635805883	0.151176774	0.529212223	0.369996865
RPL4	0.334122019	0.29955397	-0.134937955	0.393945579	0.327737425
RPL5	0.66532137	-0.031848353	0.217039092	1.141752278	0.671171677
RPL6	0.320110864	0.39347442	0.176806053	-0.462143644	1.368577431
RPL7	0.156307251	0.454903217	0.237506102	0.54906248	1.740752386
RPL7A	-0.003618815	0.402511698	0.190086345	0.870133293	1.013010273
RPL7L1	0	0	-0.872624534	0	0
RPL8	0.20155143	0.176350276	0.445311012	0.235846972	0.525299139
RPL9	1.166985334	0.155743685	0.918599316	0	-0.102226956
RPLP1	0.03003411	-0.374015703	-0.10270539	0.373646038	0.276441331
RPLP2	-0.060151959	-0.535641763	-0.467347151	-0.127385668	-0.123899251
RPN1	0.040536286	0.252863796	0.425093419	-0.677724758	0.043437219
RPN2	0	0.480627458	2.096504856	0	0
RPP25	-0.3248436	0	0	0	-1.824553274
RPRD1A	0	0	0	0	0
RPRD1B	0.707142252	-0.123273761	0.540527672	2.239749756	0.250547281
RPRD2	-0.29551013	0	1.103909542	0.420324626	0.298666453
RPS11	0.673078002	0.337544238	0.03985637	0.627186048	0.311490771
RPS12	-0.203447859	-0.205768232	-0.001007331	0.586122753	0.237242776
RPS13	-0.014392119	0.413361363	0.312162284	0.992660666	1.410394384
RPS14	-1.522398243	0.408631624	1.017958553	0.361706172	-0.603991303
RPS15	0.067543245	-0.065118948	-0.349252789	0	0.161014183
RPS15A	-0.471924807	0.378837996	0.159711794	0	0.532311071
RPS16	0.173094554	0.443770788	0.107992644	1.680709561	1.461507485
RPS18	0.236313136	0.238535265	0.189322323	1.678990297	0.947365232
RPS19	0.041209563	-0.267334578	-0.225074	0.212389132	0.268181231
RPS19BP1	0	0	0	0	0.496715208
RPS2	-0.014842249	0.509923261	0.392103806	0.934825857	1.375967621
RPS20	1.136194831	0.343811166	0.347673487	1.205315688	0.848842248
RPS21	-0.2320433	-0.64148916	-0.241989491	-0.014880911	-0.180816392
RPS23	0	0.407905941	0	0	0
RPS24	-0.49571649	0.26053562	0.208726583	0	-0.395358297
RPS25	0.363186931	0.185600606	-0.163649078	0.386924973	0.25195456
RPS27	0	1.537195917	1.421551552	1.680152333	0
RPS27L	0	-0.626324109	0	0	0
RPS28	-0.220536942	-0.630525039	-0.407364041	0.18345884	-0.323367657
RPS3	0.172989967	0.257590621	0.147585698	1.699213346	1.060062336
RPS3A	0.008481296	0.189878721	0.040527052	0.668729291	0.666446533
RPS5	0.057426882	0.095053412	0.078498952	0.618763931	0.254380959
RPS6	-0.167083769	0.284540662	0.410802032	-0.733467573	0.460343617
RPS7	0.136848139	0.373218758	0.087136078	0.888973181	1.12736976
RPS8	0.04991932	0.489891699	0.174118265	-0.039696615	0.450518517
RPS9	1.11139463	0.516128673	0.372431708	1.630619078	1.594456952
RRAS2	0	0.109128827	0	0	0
RRBP1	-0.377330842	-0.35197084	0.170401618	0.629183914	-0.30151518
RREB1	0	0	0	1.224278279	0
RRM1	0	-0.085104796	0	0	2.054693654
RRM2	-3.431592878	-1.857405934	2.794207378	0.403481939	1.300432338
RRM2B	0	0.234565212	0	0	1.622901976
RRP1	0	0	0	0	1.668656432
RRP12	0	-0.392396689	0.581202083	0	0.56545344
RRP15	-0.20529733	-0.827234558	-0.57505429	-0.491572881	-0.21098568
RRP1B	0.250382967	-0.687671911	0	1.120557349	0.176410364
RRP36	0	0	0	0	-1.587249303
RRP9	0	-0.03718746	1.193373958	0	0
RRS1	0.366974812	-0.548534572	-0.575793186	0.191620209	0.214419402
RSF1	0.526394378	0	0	1.029807258	2.564891343
RSL1D1	-0.043229076	0.18861413	-0.553893363	0.625816931	-0.632476826
RSRC1	-0.04871688	0	0.147421359	-0.292337291	-0.266624412
RSRC2	-0.040255535	1.503558305	-0.491571951	0.007906092	-0.238900513
RSU1	1.04395022	0.320604914	0.393348746	0	0
RTCA	0	1.108292466	0	0	0
RTCB	0.070179565	0.224143095	0.489738314	3.163606023	0.786423588
RTF1	-0.068399446	1.258258901	-1.532422119	-0.663368064	0.255602464
RTFDC1	-1.469168683	0.414983526	-1.927365886	1.273509119	0
RTN1	-2.24732485	0	0	0	0
RTN4	-0.274674593	-0.103060355	-0.120584053	0.548579975	-0.045837756
RUFY1	0	0	0.064909232	0	0
RUVBL1	0.136361794	0.134587283	0.237549865	3.182824518	0.81097724
RUVBL2	0.316655275	0.178221679	0.27607305	0	1.257971512
RWDD1	0.088060951	-1.38980529	0.147995242	-2.660369003	-0.044235503
RWDD4	-0.125326476	-1.552334001	0.516818586	0.708889484	-0.105205874
S100A10	0	1.149394823	0.987634684	4.01014805	0
S100A11	0	0.02563544	0.037048207	0.830578446	0.092187713
S100A13	0.046515803	-0.22766668	-0.218230942	0.296101572	-0.013879754
S100A14	0	0	-0.106214927	0.301978527	0
S100A16	0	1.536457585	-0.761808437	-1.205073945	-1.305725809
S100A4	0	0	2.194862906	0	0
S100A6	0	0.543754646	0.411050556	0	0.433086172
S100A9	0	0	0	-1.900480958	0
S100P	0	0	0	1.879324624	0
SACM1L	0	-0.724463547	0	0	0
SAE1	-0.105956153	-0.106266009	0.540053387	0	2.112524007
SAFB	-0.045635637	-0.678721279	-0.002568671	0.047684897	-0.242681296
SAFB2	0.068638661	-0.755556177	-0.566632024	0.13568655	-0.312521614
SAMHD1	0	-0.700719527	0.634180349	0	0
SAP18	0.611737009	-1.124152754	2.33703567	0	-1.906989376
SAP30BP	-0.318240172	-0.709722195	0.225396869	0.118021261	-0.12169903
SAR1A	0	0	1.313850726	0	0.202620863
SARNP	0.070665609	-0.465893279	-0.446646383	0.09254089	-0.104678164
SARS	0.338635901	0.529857956	0.281917646	0	1.293506555
SART1	0.083243052	-0.804836603	-0.426532296	0.061118602	0.029800136
SART3	-0.077353018	0.005606244	0.997677708	1.167946796	0.094997514
SASH1	0	0	0	0.61486714	0
SBDS	0	0	0	0	0
SCAF1	-0.291550957	0	-0.238934893	-0.000322982	-0.720995955
SCAF11	-0.090889447	-0.516984419	-0.547783384	-0.157294038	-0.03209046
SCAF4	-0.038912167	-0.379670073	-0.628199867	0.274724899	-0.01211917
SCAF8	-0.718504433	-0.634612585	0.072269403	-1.447190276	-1.163047708
SCAMP1	0	-0.839870801	0	1.088475636	2.214432455
SCAMP3	-1.484296948	0	-0.990933673	-0.559035073	0
SCARB2	0	0	0	0.35761985	1.060509839
SCD5	0	-1.023102912	-0.480747739	0	0
